359 428 535 1617 2848 
3,914,968 0 0 0 1 0 
physik 0 0 0 1 0 
19p 0 0 0 0 1 
halifax 1 0 0 0 0 
6,790,000 0 0 0 0 1 
951,902 0 0 0 0 1 
ncol.t 0 0 0 0 1 
2.500 0 1 0 0 0 
5,679,000 0 0 0 0 1 
debra 0 0 0 1 0 
814,000 0 0 0 0 1 
fresh-squeez 0 0 0 1 0 
ypf' 1 0 0 0 0 
bundrant 0 0 0 1 0 
zegl 0 0 0 0 1 
25-35 0 1 0 0 0 
phase-in 0 0 0 0 1 
6,603,285 0 0 0 0 1 
tupelo 0 0 0 1 0 
4-7/8 0 0 0 1 0 
149.40 0 0 1 0 0 
4,285,000 0 0 0 0 1 
overcast 0 1 0 0 0 
preemptiv 0 0 0 1 0 
whbf-tv 0 0 0 1 0 
abdel-shakour 0 0 1 0 0 
sandston 1 0 0 0 0 
v. 0 0 0 1 0 
4,978,965 0 0 0 0 1 
1,637,592 0 0 0 0 1 
3,418,594 0 0 0 0 1 
crm 0 0 0 0 1 
cftc' 0 1 0 0 0 
272.5 0 0 0 0 1 
103.53 0 0 0 0 1 
gevn.br 0 0 0 0 1 
1,016,375 0 0 0 0 1 
541.3 0 0 0 0 1 
microbilt 0 0 0 0 1 
aha 0 0 0 1 0 
oprat 0 0 0 0 1 
513.2 0 0 0 0 1 
8.26 0 0 0 0 1 
55.6 0 0 0 0 1 
3,425,000 0 0 0 0 1 
life-styl 0 0 0 1 0 
manufacturer 0 0 1 0 0 
ferrotherm 0 0 0 0 1 
4,710,000 0 0 0 0 1 
artra 0 0 0 0 1 
purchs 0 0 0 1 0 
402,925 0 0 0 1 0 
4,446,000 0 0 0 0 1 
12.20 0 0 0 0 1 
708.0 0 0 0 0 1 
25.46 0 0 0 1 0 
up-front 1 0 0 0 0 
co-product 1 0 0 0 0 
chanel 0 0 0 1 0 
342p 0 0 0 1 0 
945,000 0 0 0 0 1 
geb 0 0 0 1 0 
11,850,000 0 0 0 1 0 
5,406,000 0 0 0 0 1 
sad 1 0 0 0 0 
jr. 0 0 0 1 0 
870p 0 0 0 1 0 
sprinkler 0 0 0 0 1 
7.86 0 0 1 0 0 
npd 0 0 0 0 1 
honolulu 1 0 0 0 0 
fsfa 0 0 0 1 0 
delcar 0 0 0 0 1 
mogn 0 0 0 0 1 
stavang 0 0 0 1 0 
78.45 0 1 0 0 0 
paso 0 1 0 0 0 
294.3 0 0 0 0 1 
juenger 0 0 0 0 1 
dyke 0 0 0 0 1 
ncet 0 0 0 1 0 
angl 0 0 0 1 0 
swain 0 0 0 1 0 
eskey' 0 0 0 1 0 
untap 0 0 0 0 1 
5,785,365 0 0 0 0 1 
obstruct 0 0 0 0 1 
8,405,000 0 0 0 0 1 
103/104 0 1 0 0 0 
10,128 0 0 0 1 0 
steve 0 0 1 0 0 
disaster 0 1 0 0 0 
egn 0 0 0 1 0 
2,012,000 0 0 0 0 1 
31,011,000 0 0 0 0 1 
biolog 0 0 0 0 1 
pdvsa-champlin 1 0 0 0 0 
curi 0 0 0 0 1 
94.7 0 0 0 1 0 
viro 0 0 0 1 0 
isko 0 0 0 0 1 
2,170,628 0 0 0 0 1 
8,645,289 0 0 0 0 1 
438,000 0 0 0 0 1 
eavn 0 0 0 0 1 
shouldn't 0 0 0 0 1 
dane 0 0 0 0 1 
365,375 0 0 0 1 0 
distron 0 0 0 0 1 
bless 0 0 0 1 0 
2,243,377 0 0 0 0 1 
free-for-al 1 0 0 0 0 
241,857 0 0 0 0 1 
conditio 0 0 0 1 0 
chien-shien 0 0 1 0 0 
psr 0 0 0 0 1 
free-float 0 0 1 0 0 
canadian-own 0 0 0 0 1 
dingman' 0 0 0 1 0 
litter 0 0 0 1 0 
178.3 0 0 0 0 1 
rome 0 0 0 1 0 
belkin' 0 0 0 1 0 
1,944,627 0 0 0 0 1 
12,438,000 0 0 0 0 1 
sago.ol 1 0 0 0 0 
1,416,000 0 0 0 0 1 
mdwi 0 0 0 1 0 
f.j. 0 0 0 1 0 
18,688,000 0 0 0 0 1 
15,478,000 0 0 0 0 1 
142,200 0 0 0 0 1 
2,376,000 0 0 0 0 1 
distinguish 0 1 0 0 0 
516.5 1 0 0 0 0 
1,172,039 0 0 0 0 1 
722,000 0 0 0 1 0 
252.2 0 0 0 0 1 
diamond-bathurst 0 0 0 0 1 
4,023,200 0 0 0 1 0 
136,990 0 0 0 0 1 
6406/8 1 0 0 0 0 
aeco 0 0 0 0 1 
583,715 0 0 0 0 1 
401,179 0 0 0 0 1 
dion 0 0 0 0 1 
banknot 0 0 0 0 1 
cvr 0 0 0 0 1 
dredg 0 0 0 1 0 
al-nahayan 1 0 0 0 0 
hing 0 0 0 1 0 
29,372 0 0 1 0 0 
digigraph 0 0 0 0 1 
63.6p 0 0 0 0 1 
toss.t 0 0 0 1 0 
ciot 0 0 0 0 1 
arrowhead 0 0 0 1 0 
1,151,176 0 0 0 0 1 
144.4 0 0 0 0 1 
5,724,000 0 0 0 0 1 
eckhart 0 0 1 0 0 
gmw 0 0 0 1 0 
eura 0 0 0 1 0 
17.17 0 0 0 0 1 
catchword 0 0 1 0 0 
demolit 0 0 0 1 0 
22-3/4 0 0 0 1 0 
hercul 0 0 0 1 0 
wikeley 0 0 0 1 0 
184,062 0 0 0 0 1 
2,894,000 0 0 0 0 1 
kittiwak 1 0 0 0 0 
resturctur 0 0 0 0 1 
kilowatt 0 0 0 0 1 
8,131,000 0 0 0 0 1 
unibancorp 0 0 0 0 1 
missions' 0 1 0 0 0 
industru 0 0 0 1 0 
294,650 0 0 0 0 1 
493,423 0 0 0 0 1 
cruzado 1 0 0 0 0 
vhcl 0 0 0 0 1 
laurenc 0 0 0 1 0 
biannual 1 0 0 0 0 
137,900 0 0 0 1 0 
nut 0 1 0 0 0 
microbio 0 0 0 1 0 
georgeson 0 0 0 1 0 
helmerich 0 0 0 0 1 
892p 0 0 0 1 0 
centralis 0 0 0 1 0 
4,498,000 0 0 0 0 1 
sume 1 0 0 0 0 
abdul-karim 0 0 1 0 0 
1,414,313 0 0 0 1 0 
0.6400 0 0 1 0 0 
thurman 0 0 0 1 0 
1,867,100 0 0 0 0 1 
239.2 0 0 0 0 1 
mid-decemb 0 0 1 0 0 
fss 0 0 0 0 1 
fhlbb. 0 0 0 1 0 
orbanco' 0 0 0 1 0 
80,333 0 0 0 0 1 
tbti 0 0 0 0 1 
9,117,311 0 0 0 0 1 
hd 0 0 0 0 1 
partly-own 0 0 0 1 0 
ene 0 0 0 0 1 
3,650,000 0 0 0 1 0 
rs 0 0 0 1 0 
280,505 0 0 0 0 1 
535,110 0 0 0 0 1 
d-mont 0 1 0 0 0 
land-bas 1 0 0 0 0 
548,442 0 0 0 0 1 
8.27 0 0 1 0 0 
386,000 0 0 0 0 1 
6,034,000 0 0 0 1 0 
norm 0 0 0 0 1 
ssdn 0 0 0 1 0 
223.1 0 0 0 0 1 
97,600 0 0 0 0 1 
4g 0 0 0 0 1 
205.2 0 0 0 0 1 
kelso 0 0 0 1 0 
57,450 0 1 0 0 0 
2,448.0 0 0 0 0 1 
740.2 0 0 0 0 1 
3,054,457 0 0 0 0 1 
49,800 0 0 0 1 0 
cnp 1 0 0 0 0 
720,126 0 0 0 0 1 
iii. 0 0 0 1 0 
rxsc 0 0 0 1 0 
2,391,000 0 0 0 0 1 
pkn 0 0 0 1 0 
hardwick 0 0 0 1 0 
braodacast 0 0 0 1 0 
2,617,995 0 0 0 0 1 
appetit 0 0 1 0 0 
teleglobe' 0 0 0 1 0 
aproveitamento 0 0 0 1 0 
1,985,000 0 0 0 0 1 
m.n. 0 0 0 1 0 
atvc 0 0 0 1 0 
weekend' 0 1 0 0 0 
110.1675 0 0 1 0 0 
luso 0 0 0 0 1 
684,000 0 0 0 0 1 
1.619 0 0 0 0 1 
expier 0 0 0 1 0 
1,414,369 0 0 0 0 1 
3,792,138 0 0 0 0 1 
399.7 0 0 0 0 1 
hubco 0 0 0 0 1 
1,657,000 0 0 0 0 1 
1,908,000 0 0 0 0 1 
166.8 0 0 0 0 1 
7,961,602 0 0 0 0 1 
685,000 0 0 0 0 1 
199.0 0 0 0 0 1 
70.05 0 0 0 0 1 
netherlands' 0 0 1 0 0 
gienow 0 0 0 0 1 
18.33 1 0 0 0 0 
4,194,466 0 0 0 0 1 
bing 0 0 0 0 1 
38-1/2 0 0 1 0 0 
286,870 0 0 0 0 1 
faaa 0 0 0 0 1 
9.80 0 0 1 0 0 
8,787,977 0 0 0 0 1 
rened 0 0 0 1 0 
harrah' 0 0 0 0 1 
magnesium 0 0 0 1 0 
frighten 0 0 1 0 0 
roelof 0 0 1 0 0 
tweedel 1 0 0 0 0 
1.185 1 0 0 0 0 
1.250 0 1 0 0 0 
duliut 0 0 0 0 1 
643.3 0 0 0 0 1 
870 0 0 0 0 1 
dranetz 0 0 0 0 1 
231,256 0 0 0 0 1 
55,493 0 0 0 0 1 
northport 0 0 0 1 0 
178,000 0 0 0 0 1 
6-billion-canadian-dlr 0 0 0 0 1 
fnhb.br 0 0 0 0 1 
5.44 0 0 0 0 1 
118,852 0 0 0 0 1 
ve 0 0 0 0 1 
3,931,580 0 0 0 0 1 
1,656,000 0 0 0 0 1 
plight 1 0 0 0 0 
shu 0 0 0 0 1 
1155 0 0 0 0 1 
bbdo 0 0 0 0 1 
ecl 0 0 0 1 0 
biwc 0 0 0 0 1 
industrivarden 0 0 0 1 0 
2,026,017 0 0 0 0 1 
669 0 0 0 0 1 
bbk 0 0 0 0 1 
4,004,826 0 0 0 0 1 
fg 0 0 0 0 1 
2,742,000 0 0 0 0 1 
43.294 0 0 0 0 1 
biltmore' 0 0 0 1 0 
565,106 0 0 0 0 1 
58,300 0 0 0 1 0 
upwardli 1 0 0 0 0 
thre 0 0 0 1 0 
21.31 0 0 0 0 1 
volvo' 0 0 0 0 1 
hahn 0 0 0 0 1 
lebensversicherung 0 0 0 0 1 
edp 0 0 0 1 0 
long-held 1 0 0 0 0 
2,345,000 0 0 0 0 1 
960,143 0 0 0 0 1 
hepat 0 0 0 1 0 
bgbr 0 0 0 0 1 
88.6 0 0 0 0 1 
thermwood 0 0 0 0 1 
guzman 1 0 0 0 0 
5.625 0 0 0 1 0 
1946 0 0 0 1 0 
billard 0 0 0 0 1 
caljet 1 0 0 0 0 
approvc 0 0 0 1 0 
4,073,000 0 0 0 0 1 
4,100 0 0 0 0 1 
2,098,602 0 0 0 1 0 
116.93 0 0 0 0 1 
leopoldo 0 0 0 0 1 
butcher 0 0 0 1 0 
rbi 0 0 0 1 0 
733p 0 0 0 1 0 
170.4 0 0 0 0 1 
566,429 0 0 0 0 1 
productvitiy 0 0 0 0 1 
perez 1 0 0 0 0 
167.0 0 0 0 0 1 
1,922,000 0 0 0 0 1 
nbha.m 0 0 0 1 0 
mobex' 0 0 0 1 0 
same-stor 0 0 0 0 1 
unauthor 0 0 0 1 0 
cfin 0 0 0 0 1 
620,607 0 0 0 0 1 
neoy.h 1 0 0 0 0 
dist.l 0 0 0 0 1 
606.7 0 0 0 0 1 
jacobson' 0 0 0 0 1 
digitech 0 0 0 0 1 
3,549,000 0 0 0 0 1 
1.069 0 0 0 0 1 
zzzz 0 0 0 0 1 
2,425,000 0 0 0 0 1 
presev 0 0 0 1 0 
941 0 0 0 0 1 
grain-grow 0 1 0 0 0 
pitmen 1 0 0 0 0 
whet 0 0 0 0 1 
104.93 0 0 1 0 0 
brokers' 0 0 1 0 0 
tonen 0 1 0 0 0 
then-curr 0 0 0 0 1 
2,161,000 0 0 0 0 1 
9,879 0 0 0 0 1 
wasa 0 0 0 1 0 
trn 0 0 0 0 1 
104,418 0 0 0 0 1 
781,000 0 0 0 0 1 
gaeo 0 0 0 0 1 
whichev 0 1 0 0 0 
260,800 0 0 0 0 1 
12,006,000 0 0 0 0 1 
109.0 0 0 0 0 1 
4,081,534 0 0 0 0 1 
223.9 0 0 0 0 1 
432.1 0 0 0 0 1 
1,325,978 0 0 0 0 1 
oakridg 0 0 0 0 1 
430.15/432.30 0 0 1 0 0 
tasman 0 0 0 1 0 
another' 0 0 0 0 1 
5,745,706 0 0 0 1 0 
8,273,913 0 0 0 0 1 
reduic 0 0 0 0 1 
104.4 0 0 0 0 1 
268.8 0 0 0 0 1 
1.8085 0 0 1 0 0 
farmitalia 0 0 0 1 0 
1,680,240 0 0 0 0 1 
7.22 0 0 0 0 1 
290.9 0 0 0 0 1 
lamb.br 0 0 0 0 1 
55,352 0 0 0 0 1 
reuters: 0 0 1 0 0 
288.8 0 0 0 0 1 
15.19 1 0 0 0 0 
25,800 0 0 0 0 1 
34p 0 0 0 0 1 
663,000 0 0 0 0 1 
cg 0 0 0 0 1 
park-ohio 0 0 0 0 1 
cpb 0 0 0 0 1 
347,868 0 0 0 0 1 
5,306 0 0 0 0 1 
kraftwerk 0 0 0 0 1 
8,903,000 0 0 0 0 1 
838,690 0 0 0 0 1 
17,049,920 0 0 0 0 1 
u.s.-greek 1 0 0 0 0 
iit 1 0 0 0 0 
mkor 0 0 0 0 1 
wbi 0 0 0 1 0 
non-bas 0 1 0 0 0 
ny 0 0 0 0 1 
51,019 0 0 0 0 1 
243,400 0 0 0 1 0 
partner' 0 0 0 1 0 
makri 1 0 0 0 0 
131.1 0 0 0 0 1 
372.5 0 0 0 0 1 
2,538,000 0 0 0 0 1 
arland 0 1 0 0 0 
452,723 0 0 0 0 1 
92.29 0 1 0 0 0 
1,045 0 0 0 0 1 
corrected-insituform 0 0 0 0 1 
613,205 0 0 0 0 1 
607 0 0 0 1 0 
kiel 0 0 1 0 0 
ala. 0 0 0 0 1 
snag 0 0 0 1 0 
354.9 0 0 0 0 1 
4,763,000 0 0 0 0 1 
cc 0 0 0 0 1 
zuckerman 0 0 0 1 0 
full-year' 0 0 0 0 1 
wtc' 0 0 0 1 0 
peep 0 0 0 0 1 
1,355,296 0 0 0 1 0 
nunber 0 0 0 1 0 
demarkus' 0 0 0 1 0 
dunkin' 0 0 0 0 1 
413.5 0 0 0 0 1 
71,101,000 0 0 0 0 1 
1,075.20 0 0 1 0 0 
moniterm 0 0 0 0 1 
westerbek 0 0 0 0 1 
higher-produc 0 1 0 0 0 
goals: 0 0 1 0 0 
766.9 0 0 0 0 1 
54,965 0 0 0 0 1 
446,426 0 0 0 0 1 
206 0 0 1 0 0 
3.035 0 0 0 0 1 
williams' 0 0 0 1 0 
hoffmann-la 0 0 0 0 1 
260.7 0 0 0 0 1 
katsuyuki 0 0 1 0 0 
medicom 0 0 0 1 0 
5,147,000 0 0 0 0 1 
guldemond 0 0 0 1 0 
thaso 1 0 0 0 0 
5,852,000 0 0 0 0 1 
short-form 0 0 0 1 0 
guinean 1 0 0 0 0 
simplest 0 1 0 0 0 
156-1/2 0 0 0 1 0 
3,082,499 0 0 0 0 1 
government-guarante 0 0 1 0 0 
0.210 1 0 0 0 0 
521,508 0 0 0 0 1 
6,960,700 0 1 0 0 0 
musk-oxen 1 0 0 0 0 
550,625 0 0 0 0 1 
wwkz-fm 0 0 0 1 0 
149,500 0 0 0 1 0 
13,843,000 0 0 0 0 1 
cortron 0 0 0 0 1 
make-up 0 0 0 1 0 
151-1/2 0 0 0 1 0 
iwth 0 0 0 1 0 
m.p. 0 0 0 0 1 
wajax 0 0 0 0 1 
annum 0 0 0 0 1 
480,412 0 0 0 0 1 
politically-influenti 0 1 0 0 0 
mottek 0 0 0 0 1 
heching 0 0 0 0 1 
parm 0 0 0 0 1 
foyer-gomez 0 0 0 1 0 
constru 0 1 0 0 0 
15.81 1 0 0 0 0 
21.49 0 0 0 0 1 
wid 0 0 0 0 1 
paramet 0 0 1 0 0 
0.81 0 0 0 1 0 
ozark 0 0 0 1 0 
7,424,292 0 0 0 1 0 
936,333 0 0 0 0 1 
1,081,600 0 0 0 0 1 
paulsboro 1 0 0 0 0 
avait 0 0 0 1 0 
8,548 1 0 0 0 0 
retrench 0 0 0 1 0 
8,963,097 0 0 0 0 1 
copco 0 0 0 1 0 
preparatori 0 0 0 1 0 
claremont' 0 0 0 1 0 
closely-knit 0 0 1 0 0 
kirk 0 0 0 1 0 
minneosta 0 0 0 0 1 
afgi 0 0 0 1 0 
duevel 0 0 0 0 1 
150.2 0 0 0 0 1 
2,006,000 0 0 0 0 1 
966,000 0 0 0 0 1 
1,147,000 0 0 0 0 1 
8,464,000 0 0 0 0 1 
6,565,000 0 0 0 0 1 
218.8 0 1 0 0 0 
186,300 0 0 0 1 0 
383.9 0 0 0 0 1 
127.9 0 0 0 0 1 
dltl.l 0 0 0 0 1 
marseilles-manfredonia 0 1 0 0 0 
75.17 0 1 0 0 0 
249.4 0 0 0 0 1 
87,980 0 0 1 0 0 
tike 0 0 0 1 0 
106,700 0 1 0 0 0 
4,617,034 0 0 0 0 1 
usuaual 0 1 0 0 0 
jen 0 0 0 0 1 
bltfx 0 0 0 0 1 
421.4 0 0 0 0 1 
7,541,000 0 0 0 0 1 
105.9 0 0 0 0 1 
28,977 0 0 0 0 1 
84,203 0 0 0 0 1 
86.4 0 0 0 0 1 
acquaint 0 0 0 1 0 
3,720,640 0 0 0 0 1 
2,622,000 0 0 0 0 1 
znat 0 0 0 0 1 
6.32 0 0 1 0 0 
2,851,000 0 0 0 0 1 
3,785,607 0 0 0 0 1 
942.89 0 0 0 0 1 
879 0 0 0 1 0 
8.4p 0 0 0 0 1 
4,800,000 0 0 0 0 1 
4,206,371 0 0 0 0 1 
himg 0 0 0 0 1 
1,269,000 0 0 0 0 1 
1,532,431 0 0 0 0 1 
cwe 0 0 0 0 1 
2,322,000 0 0 0 0 1 
987,000 0 0 0 0 1 
8,250 0 1 0 0 0 
languish 0 0 0 1 0 
wfpr 0 0 0 0 1 
dullest 0 0 0 1 0 
noteworthi 0 1 0 0 0 
co-lead 0 0 0 1 0 
3,400 0 0 0 0 1 
ffw 0 0 0 0 1 
comp-u-card 0 0 0 0 1 
diepp 0 1 0 0 0 
223.2 0 0 0 0 1 
876,000 0 0 0 0 1 
19,962,000 0 0 0 1 0 
leonora 0 0 0 1 0 
polym 0 0 0 1 0 
unquestion 0 0 0 1 0 
vermoegenshold 0 0 0 1 0 
inadeuq 0 0 0 1 0 
d-iowa 0 1 0 0 0 
vsec 0 0 0 0 1 
single-plan 0 0 0 1 0 
nucor 0 0 0 0 1 
9,123,041 0 0 0 0 1 
jemr 0 0 0 0 1 
230.1 0 0 0 0 1 
faulter 0 0 0 0 1 
merry-go-round 0 0 0 0 1 
heap 0 0 0 1 0 
kina 1 0 0 0 0 
jabob 0 0 0 1 0 
stragey 0 0 0 0 1 
1-30 0 1 0 0 0 
trane 0 0 0 0 1 
sexual 0 0 0 1 0 
denounc 0 0 1 0 0 
euro-arab 1 0 0 0 0 
snare 1 0 0 0 0 
over-the-air 0 0 0 0 1 
804.3 0 0 0 0 1 
rodney 0 0 0 1 0 
1,811,636 0 0 0 0 1 
dwarf 0 0 0 1 0 
nippert 0 0 0 0 1 
mcbain 0 0 0 1 0 
five-memb 0 0 0 1 0 
'liberalization' 0 1 0 0 0 
6,364,992 0 0 0 0 1 
tiom 0 0 0 1 0 
bergdorf 0 0 0 0 1 
5,394,000 0 0 0 0 1 
gdmk 0 0 0 0 1 
267.9 0 0 0 0 1 
316,193 0 0 0 0 1 
6,633,989 0 0 0 0 1 
nanci 0 0 0 1 0 
140,332 0 0 0 0 1 
september-januari 0 1 0 0 0 
8,843,000 0 0 0 0 1 
18,127,000 0 0 0 0 1 
syntech 0 0 0 0 1 
289,000 0 0 0 0 1 
campo 1 0 0 0 0 
everth 0 1 0 0 0 
staodynam 0 0 0 0 1 
5,037,819 0 0 0 0 1 
1954 0 0 0 1 0 
hyo.to 0 0 0 0 1 
493.9 0 0 0 0 1 
scotsdal 0 0 0 1 0 
acme-cleveland 0 0 0 0 1 
mun 0 0 0 0 1 
bink 0 0 0 0 1 
falkirk 0 0 0 0 1 
1,833,000 0 0 0 0 1 
438,933 0 0 0 0 1 
westron 0 0 0 0 1 
kirkuk 1 0 0 0 0 
counterbor 0 0 0 1 0 
australia-bas 0 0 0 1 0 
228.9 0 0 0 0 1 
ucpb. 0 0 0 1 0 
50-3/8 0 0 0 1 0 
enetrpris 0 0 0 0 1 
dali 0 0 0 1 0 
1,891,000 0 0 0 0 1 
xcel 0 0 0 0 1 
cmmc 0 0 0 1 0 
1,647,481 0 0 0 1 0 
30,160,000 0 0 0 0 1 
lure 1 0 0 0 0 
217.2 0 0 0 0 1 
captain 1 0 0 0 0 
r.g. 0 0 0 1 0 
848,600 0 0 0 0 1 
chirac' 0 1 0 0 0 
dillon 0 0 0 1 0 
newhal 1 0 0 0 0 
-daimler-puch 0 0 0 0 1 
wimi 0 0 0 0 1 
8,231,000 0 0 0 0 1 
parkway 0 0 0 0 1 
j.s. 1 0 0 0 0 
deltau 0 0 0 0 1 
11,301,000 0 0 0 0 1 
prtax 0 0 0 0 1 
2,685,592 0 0 0 0 1 
genova' 0 0 0 1 0 
pic'n'sav 0 0 0 0 1 
4065.4 1 0 0 0 0 
unpurchas 0 0 0 1 0 
alltest 0 0 0 1 0 
133,265 0 1 0 0 0 
3,367,000 0 0 0 0 1 
608,800 0 0 0 0 1 
c.a. 0 0 0 1 0 
6.0615/35 0 0 1 0 0 
13,100,000 0 0 0 0 1 
2,530,000 0 0 0 0 1 
oeprat 0 0 0 0 1 
vishay' 0 0 0 0 1 
511,349 0 0 0 0 1 
agnew 0 0 0 0 1 
rica 0 1 0 0 0 
clr 0 0 0 1 0 
bilt 0 0 0 0 1 
4,191,540 0 0 0 0 1 
6.726 0 0 0 1 0 
vti 0 0 0 0 1 
budd 0 0 0 1 0 
26.6p 0 0 0 0 1 
stalem 0 1 0 0 0 
cor 0 0 0 0 1 
ebnc 0 0 0 1 0 
120.0 0 0 0 0 1 
tapioca 0 1 0 0 0 
medium-to 0 0 0 0 1 
18.52 1 0 0 0 0 
12.02 0 0 0 0 1 
13,300 0 1 0 0 0 
114.5 0 0 0 0 1 
45-3/8 0 0 0 1 0 
99.51563 0 0 1 0 0 
4,066,605 0 0 0 0 1 
sparkl 0 0 1 0 0 
fsm 0 0 0 0 1 
392,975 0 0 0 0 1 
prog 0 0 0 1 0 
stocker 0 0 0 1 0 
4,539,437 0 0 0 0 1 
4,693,000 0 0 0 0 1 
1,695,000 0 0 0 0 1 
1,84,000 0 0 0 0 1 
9,850,000 0 0 0 0 1 
17,159,000 0 0 0 0 1 
.063 0 0 0 0 1 
622,000 0 0 0 0 1 
ortner' 0 0 1 0 0 
decsion 0 0 0 0 1 
pantera 0 0 0 1 0 
cbc 0 0 0 1 0 
canakkal 1 0 0 0 0 
6,877,360 0 0 0 0 1 
4,614,000 0 0 0 0 1 
419,606 0 0 0 0 1 
discord 0 0 1 0 0 
grassgreen 0 0 0 0 1 
howden 0 0 0 0 1 
93.29 0 0 0 0 1 
solidli 0 1 0 0 0 
428.8 0 0 0 0 1 
1,885,909 0 0 0 0 1 
596,740 1 0 0 0 0 
linder 0 0 0 1 0 
neslemur 0 0 0 1 0 
1986-crop 0 1 0 0 0 
melvil 0 0 0 1 0 
koch 0 0 0 0 1 
rino 0 0 1 0 0 
150.9 0 0 0 0 1 
1988-1992 0 1 0 0 0 
offenc 0 0 0 1 0 
2,939,459 0 0 0 0 1 
5.34 0 0 0 0 1 
genecor 0 0 0 1 0 
tar 1 0 0 0 0 
255.8 0 0 0 0 1 
steet 0 0 1 0 0 
prersid 1 0 0 0 0 
119,610 0 1 0 0 0 
7,050,000 0 0 0 0 1 
241,192 0 0 0 0 1 
vstr 0 0 0 0 1 
6,761,000 0 0 0 0 1 
palisad 0 0 0 1 0 
5,080,000 0 0 0 0 1 
481,517 0 0 0 0 1 
944 0 0 0 0 1 
133,766 0 0 1 0 0 
infestatt 0 1 0 0 0 
bec 0 0 0 0 1 
stri 0 0 0 1 0 
4,067,000 0 0 0 0 1 
203.2 0 0 0 0 1 
lfbr 0 0 0 0 1 
zeid 0 0 1 0 0 
colosseum 0 0 0 1 0 
2,837,000 0 0 0 0 1 
doha 1 0 0 0 0 
7,150,265 0 0 0 0 1 
clamp 0 0 1 0 0 
bbrc 0 0 0 0 1 
harrison 1 0 0 0 0 
2,900,000 0 0 0 0 1 
rsign 0 0 0 0 1 
bradenton 0 0 0 1 0 
property' 0 0 0 1 0 
689,038 0 1 0 0 0 
2,419,203 0 0 0 0 1 
1,920,527 0 0 0 1 0 
211.2 0 0 0 0 1 
46,054,000 0 0 0 0 1 
plausibl 0 0 1 0 0 
953.2 0 0 0 0 1 
unequ 0 0 0 0 1 
onyx 0 0 0 0 1 
211,074 0 0 0 0 1 
magangu 1 0 0 0 0 
fmo 0 0 0 0 1 
rollin 0 0 0 1 0 
dupont' 1 0 0 0 0 
castlegar 0 0 0 0 1 
upheav 0 1 0 0 0 
753,948 0 0 0 0 1 
thomson-csf 0 0 0 1 0 
795,000 0 0 0 0 1 
cannon' 0 0 0 1 0 
1,234,000 0 0 0 0 1 
7,490,000 0 0 0 0 1 
two-fifth 0 0 0 1 0 
1.3185/90 0 0 1 0 0 
148,007 0 0 0 0 1 
15.51 1 0 0 0 0 
top-sel 1 0 0 0 0 
mainstay 0 0 0 0 1 
588.4 0 0 0 0 1 
makl 0 0 0 0 1 
2,445,423 0 0 0 0 1 
weed 0 1 0 0 0 
4,355,000 0 0 0 0 1 
lavoro-bnl 0 0 0 1 0 
kunz 0 0 0 0 1 
185,900,000 0 0 0 0 1 
systemwid 0 0 0 0 1 
2,039,000 0 0 0 0 1 
blackman 0 0 0 1 0 
microscop 0 0 0 0 1 
l'air 0 0 0 0 1 
unequivoc 0 1 0 0 0 
373 0 0 0 0 1 
538p 0 0 0 0 1 
mmm 0 0 0 1 0 
assest 0 0 0 1 0 
11.90 1 0 0 0 0 
frd 0 0 0 0 1 
overallot 0 0 0 1 0 
160,700 0 0 0 0 1 
uai 0 0 0 1 0 
1,296,000 0 0 0 0 1 
tlpzv 0 0 0 0 1 
eight-year-old 0 0 1 0 0 
5,881,000 0 0 0 0 1 
211.03 0 0 0 0 1 
77.1 0 0 0 0 1 
5,269,000 0 0 0 0 1 
96.89 0 1 0 0 0 
43-mile 1 0 0 0 0 
1,581,894 0 0 0 0 1 
641.4 0 0 0 0 1 
182.5 0 0 0 0 1 
148,628 0 0 0 0 1 
245.6 1 0 0 0 0 
mill' 0 0 0 1 0 
118,714 0 0 0 1 0 
3,392,000 0 0 0 0 1 
nolan' 0 0 0 1 0 
816,395 0 0 0 0 1 
1.373/87 0 0 1 0 0 
170,709 0 0 0 0 1 
jike 0 1 0 0 0 
19.88 1 0 0 0 0 
ctyn 0 0 0 0 1 
2,036,000 0 0 0 0 1 
20.15 0 0 0 1 0 
alternatives--whil 1 0 0 0 0 
7.75p 0 0 0 0 1 
50.17p 0 0 0 0 1 
dic 0 0 0 0 1 
yeo' 0 0 0 1 0 
26.11 0 0 0 0 1 
93.86 0 1 0 0 0 
158,000 0 0 0 0 1 
512,235 0 0 0 0 1 
maynard 0 0 0 0 1 
buehler 0 0 0 0 1 
55-pct 0 1 0 0 0 
additivi 0 0 0 1 0 
13.92 0 0 0 0 1 
1,020 1 0 0 0 0 
sunstar 0 0 0 0 1 
14.94 1 0 0 0 0 
4.76 0 1 0 0 0 
argentina-brazil 0 1 0 0 0 
new-gener 0 0 0 0 1 
9,394,000 0 0 0 0 1 
274,000 0 0 0 0 1 
7,377,000 0 0 0 0 1 
16.31 1 0 0 0 0 
7,090,000 0 0 0 0 1 
ciro 0 0 0 0 1 
komt.t 0 0 0 0 1 
130,998 0 0 0 0 1 
s.australia 0 1 0 0 0 
ftr 0 0 0 1 0 
37-1/8 0 0 0 1 0 
13,070,000 0 0 0 0 1 
30.12 0 0 0 0 1 
