72789 73007 95324 190881 208676 
panganiban 0 0 0 3 0 
93.25 0 0 0 3 0 
kb 0 0 0 1 2 
mdxr 0 0 0 1 2 
476,000 0 0 0 0 3 
quarter' 0 0 0 0 3 
alic 0 0 0 3 0 
brandon 0 0 0 3 0 
2,598,000 0 0 0 0 3 
unifi 0 0 3 0 0 
mcclain 0 0 0 0 3 
equicor 0 0 0 0 3 
rie 0 3 0 0 0 
falloff 0 0 0 0 3 
uab 0 0 0 3 0 
48.3 0 1 0 1 1 
66-2/3 0 0 0 2 1 
40.50 0 0 0 3 0 
postal 0 0 0 3 0 
33-1/3 0 0 0 0 3 
659,000 0 0 0 0 3 
cmin 0 0 0 2 1 
chatsworth 0 0 0 3 0 
bull' 0 0 0 3 0 
573,000 0 0 0 0 3 
2.45 0 0 0 0 3 
2,266,000 0 0 0 0 3 
393,000 0 2 0 0 1 
790,000 0 0 0 0 3 
tisch 0 0 0 3 0 
manganes 1 0 0 2 0 
238.6 0 0 0 0 3 
petri 0 0 0 0 3 
3.23 0 1 0 0 2 
simul 0 0 0 1 2 
1-10 0 3 0 0 0 
1,250,000 0 0 0 1 2 
777 0 0 0 0 3 
illumin 0 0 1 0 2 
one-for-50 0 0 0 0 3 
checkrobot 0 0 0 3 0 
guayaquil 3 0 0 0 0 
4,403,852 0 0 0 0 3 
obligatori 0 0 0 3 0 
muldoon 0 0 3 0 0 
baker-hugh 0 0 0 3 0 
159 0 1 0 1 1 
208 0 0 0 0 3 
naarden 0 0 0 0 3 
omaha 0 0 0 1 2 
oppon 0 1 1 0 1 
sto 0 0 0 2 1 
vacat 0 1 0 2 0 
azuma 0 0 0 3 0 
chile 1 0 0 2 0 
chevrolet 0 0 0 3 0 
7.73 1 2 0 0 0 
2,614,224 0 0 0 0 3 
tow 3 0 0 0 0 
328 0 0 0 0 3 
corbi 0 0 0 0 3 
75.4 0 0 0 0 3 
ead 0 0 0 0 3 
692 1 0 0 0 2 
sa' 1 0 0 2 0 
bouldikian 0 0 3 0 0 
overst 0 2 1 0 0 
laurentii 0 0 0 3 0 
streamlin 1 0 0 0 2 
nsm 0 0 0 1 2 
quietli 1 0 2 0 0 
conceiv 0 2 0 1 0 
fiber-opt 0 0 0 3 0 
15.96 0 3 0 0 0 
abn' 0 0 0 0 3 
deterg 0 0 0 1 2 
remodel 0 0 1 1 1 
democraci 0 0 2 1 0 
morbelli 0 0 0 3 0 
105.7 0 0 0 0 3 
guangxi 0 3 0 0 0 
crest 0 0 0 0 3 
cojuangco 0 0 0 3 0 
120.1 0 0 0 0 3 
sophist 0 0 2 1 0 
rhm 0 0 0 0 3 
r-kan 0 3 0 0 0 
58.3 0 0 0 1 2 
5,429,000 0 0 0 0 3 
4.39 3 0 0 0 0 
mdr 1 0 0 2 0 
bullion 0 0 2 0 1 
1,177,000 0 0 0 0 3 
575 0 0 0 0 3 
rockwell' 0 0 0 1 2 
attar 0 0 0 3 0 
3,770,341 0 0 0 0 3 
123.3 0 0 0 0 3 
6.60 2 0 0 1 0 
sumita' 0 0 3 0 0 
thick 3 0 0 0 0 
7,600,000 0 0 0 0 3 
supervis 0 0 1 1 1 
heighten 0 2 0 0 1 
710 0 0 0 0 3 
alloytek 0 0 0 0 3 
849,000 0 0 0 0 3 
1,553,592 0 0 0 0 3 
antil 0 0 0 3 0 
2,664,000 0 0 0 0 3 
24.25 0 2 0 1 0 
mandat 1 0 1 1 0 
okc 0 0 0 0 3 
124,000 0 0 0 0 3 
paulo 2 1 0 0 0 
citru 0 3 0 0 0 
64.6 0 0 0 0 3 
samudio 3 0 0 0 0 
10-1/2 0 0 3 0 0 
dya 0 0 0 2 1 
40-year 0 0 3 0 0 
219.6 0 0 0 3 0 
brae 0 0 0 0 3 
929,000 0 0 0 0 3 
2,287,179 0 0 0 0 3 
florjanc 0 0 0 0 3 
673.4 0 0 0 1 2 
unwelcom 0 0 0 3 0 
sweep 1 1 1 0 0 
8.21 0 1 0 0 2 
588,000 0 1 0 0 2 
laci 0 0 0 3 0 
resources' 0 0 0 1 2 
ub 0 0 0 0 3 
twt 0 0 0 1 2 
keyston 0 0 0 3 0 
149.4 0 0 0 0 3 
cofab 0 0 0 3 0 
46.2 0 0 0 1 2 
2,176,000 0 0 0 0 3 
confidata 0 0 0 3 0 
unwind 0 0 2 0 1 
lancer 0 0 0 2 1 
louvr 0 0 3 0 0 
50.23 0 0 0 0 3 
yugoslavia 0 3 0 0 0 
hydroelectr 0 1 0 1 1 
hawaii 1 0 0 2 0 
novl 0 0 0 0 3 
garofalo 0 0 0 0 3 
sta 0 0 0 1 2 
wealth 2 1 0 0 0 
debt-to-equ 0 0 0 1 2 
90.6 0 0 0 0 3 
falter 1 1 1 0 0 
non-resid 0 0 3 0 0 
discomfort 0 0 2 0 1 
co-chairman 0 0 3 0 0 
1,125,000 0 0 0 1 2 
texas' 2 0 0 0 1 
4.05 0 1 0 0 2 
hoc 0 0 0 1 2 
laserson 0 0 0 2 1 
nimock 0 0 0 3 0 
germin 0 3 0 0 0 
mckiernan 3 0 0 0 0 
69.7 0 0 0 0 3 
paris-bas 0 1 0 2 0 
fen 0 0 0 1 2 
buttros 0 0 3 0 0 
1.238 3 0 0 0 0 
214,000 0 0 0 0 3 
kitti 3 0 0 0 0 
pryor 0 3 0 0 0 
4,573,000 0 0 0 0 3 
dictat 0 1 1 0 1 
affirm 1 0 0 2 0 
ltc 0 0 0 1 2 
gevirtz 0 0 0 0 3 
hebei 0 3 0 0 0 
99.4 0 0 0 0 3 
56.6 0 0 0 0 3 
328,000 0 0 0 0 3 
123.4 0 0 0 0 3 
134.75 0 3 0 0 0 
84.8 0 0 0 0 3 
vendor 0 0 0 2 1 
7.93 0 0 2 0 1 
comtec 0 0 0 3 0 
mcadoo 0 0 0 0 3 
bartlett 0 0 0 3 0 
286 0 0 0 0 3 
58.7 0 0 0 0 3 
63.3 0 0 0 0 3 
0900 0 1 1 1 0 
24.13 0 0 0 0 3 
1,683,000 0 0 0 0 3 
329,000 0 0 0 0 3 
bran 0 3 0 0 0 
794,000 0 0 0 0 3 
fall' 0 3 0 0 0 
breakfast 1 0 1 1 0 
285 0 1 1 0 1 
foreseen 1 0 1 1 0 
acst 0 0 0 1 2 
lama 0 0 0 3 0 
83.0 0 0 0 1 2 
349,000 0 0 0 0 3 
soya 0 2 0 1 0 
midsess 0 0 3 0 0 
7.60 0 1 0 1 1 
411,000 0 0 0 0 3 
kline 0 0 0 0 3 
278,000 0 0 0 1 2 
tempo 0 0 0 2 1 
kpk 0 0 0 1 2 
ghiringhelli 0 0 0 0 3 
31.3 0 0 0 0 3 
cpc.n 0 0 0 3 0 
6,191,000 0 0 0 0 3 
belkin 0 0 0 3 0 
austrian 0 0 1 1 1 
cmac. 0 0 0 0 3 
gustafson 0 3 0 0 0 
8.36 1 0 0 0 2 
14.25 0 0 0 3 0 
bac.n 0 0 0 3 0 
330 1 0 0 1 1 
ventana 0 0 0 3 0 
113.3 0 0 0 0 3 
hvt 0 0 0 2 1 
patient 1 0 0 1 1 
14.20 0 0 0 1 2 
mfg 0 0 0 2 1 
small-scal 0 1 2 0 0 
gene 0 2 0 1 0 
8,084,000 0 0 0 0 3 
broker' 0 0 0 3 0 
prsl 0 0 0 2 1 
plt 0 0 0 1 2 
tower 2 0 0 1 0 
rent-a-car 0 0 0 0 3 
bli 0 0 0 2 1 
128.4 1 0 0 0 2 
suiss 0 0 0 2 1 
meteorolog 0 3 0 0 0 
agricol 0 1 0 2 0 
sss 0 0 0 1 2 
57,000 1 0 0 0 2 
cts. 0 0 0 2 1 
transpacif 0 0 0 2 1 
wilfr 0 0 0 0 3 
parliament' 0 0 3 0 0 
8,577,853 0 0 0 0 3 
screen 0 0 0 3 0 
finlay 0 0 0 3 0 
viabl 0 0 0 2 1 
36.1 0 0 0 0 3 
154,000 1 0 0 0 2 
wca 0 0 0 3 0 
anita 0 0 0 0 3 
74.8 0 0 0 0 3 
528,000 0 0 0 0 3 
hl 0 0 0 3 0 
chaco 0 3 0 0 0 
ebing 3 0 0 0 0 
bishop 0 0 0 3 0 
8.35 1 0 0 0 2 
192,000 0 2 0 0 1 
2.37 0 0 0 0 3 
2,410,000 0 0 0 0 3 
24-1/2 1 0 0 0 2 
schenker 0 0 0 0 3 
memorandum 0 0 0 2 1 
internationalis 0 0 3 0 0 
sequest 0 0 0 3 0 
aequitron 0 0 0 0 3 
941,000 0 0 0 0 3 
fhlmc 0 0 0 0 3 
37,000 0 1 0 0 2 
689 0 0 3 0 0 
pagurian 0 0 0 0 3 
382,000 0 0 0 0 3 
patrol 0 0 0 3 0 
szynkarski 0 0 0 3 0 
252 0 0 0 2 1 
eia' 3 0 0 0 0 
depriv 1 1 0 0 1 
dlr-per-shar 0 0 0 3 0 
wisenbak 3 0 0 0 0 
dilemma 0 1 2 0 0 
hrw 0 3 0 0 0 
kingsport 0 0 0 0 3 
1,032,000 0 0 0 0 3 
disguis 1 1 0 1 0 
natchez 0 0 0 3 0 
rtc 0 0 0 2 1 
celina 0 0 0 3 0 
4,500,000 0 0 0 0 3 
sq 2 0 0 1 0 
lunch 0 0 3 0 0 
miami 0 0 0 3 0 
zair 0 2 1 0 0 
zoet 0 0 1 1 1 
hi-port 0 0 0 2 1 
598,000 0 0 0 0 3 
42.00 0 0 0 2 1 
voyag 1 2 0 0 0 
proprietari 0 0 0 2 1 
hemlo 0 0 1 2 0 
4,794,000 0 0 0 0 3 
admiss 1 0 0 2 0 
measor 0 0 0 0 3 
whippani 0 0 0 3 0 
2,835,000 0 0 0 0 3 
aguarico 3 0 0 0 0 
jewel 0 0 0 0 3 
amkg 0 0 0 3 0 
df 0 0 0 0 3 
telemarket 0 0 0 0 3 
dattel 0 0 3 0 0 
198 0 0 0 0 3 
miami-bas 0 0 0 3 0 
propaganda 2 0 0 1 0 
lacomb 0 3 0 0 0 
maya 3 0 0 0 0 
rememb 0 0 2 0 1 
alfa 0 0 0 2 1 
55.7 0 0 0 0 3 
sladoj 0 3 0 0 0 
15-30 0 3 0 0 0 
nine-day 0 0 3 0 0 
680 0 1 0 1 1 
usin 0 0 0 2 1 
computer-bas 0 0 0 2 1 
sugar-contain 0 3 0 0 0 
guadalco 0 0 0 3 0 
656,000 0 0 0 0 3 
1,646,000 0 0 0 0 3 
85.3 0 0 0 0 3 
olin 0 0 0 3 0 
0830 0 1 1 0 1 
ore. 0 0 0 3 0 
amerada 2 0 0 1 0 
piza 0 0 0 3 0 
bahrain' 1 0 2 0 0 
creativ 0 0 0 1 2 
gd 0 0 0 2 1 
pik-and-rol 0 3 0 0 0 
perspect 0 0 2 1 0 
133.2 0 0 0 0 3 
454.0 0 0 0 0 3 
1,122,000 0 0 0 0 3 
65.4 0 0 0 1 2 
jannock 0 0 0 3 0 
2,240 3 0 0 0 0 
bahia 0 3 0 0 0 
scm 0 0 0 2 1 
sweeney 3 0 0 0 0 
pig 0 3 0 0 0 
kroger 0 0 0 3 0 
dismal 2 1 0 0 0 
explod 0 3 0 0 0 
454,000 0 0 0 0 3 
downsiz 0 0 0 0 3 
pittsburgh-bas 0 0 0 3 0 
verhofstadt 0 0 0 3 0 
rbd 0 2 0 1 0 
2,516,000 0 0 0 0 3 
moo 0 3 0 0 0 
turmoil 1 0 2 0 0 
2001 0 0 0 3 0 
creditwatch 0 0 0 3 0 
rowland 0 0 0 3 0 
vietnam 0 3 0 0 0 
919,000 0 0 0 0 3 
tumaco 3 0 0 0 0 
evolv 0 1 0 1 1 
2,276,000 0 0 0 0 3 
4,744,000 0 0 0 0 3 
2,455,000 0 0 0 3 0 
aliv 0 0 2 1 0 
guerard 3 0 0 0 0 
porsche' 0 0 0 0 3 
chl 0 0 0 2 1 
certainti 1 2 0 0 0 
1934 0 0 1 1 1 
non-gold 0 0 1 2 0 
alaska' 2 0 0 1 0 
mca' 0 3 0 0 0 
kaputin 3 0 0 0 0 
occup 2 0 0 1 0 
saying: 1 0 2 0 0 
paralys 1 2 0 0 0 
69.2 0 0 0 0 3 
analytichem 0 0 0 3 0 
relinquish 0 0 1 1 1 
780,000 0 0 0 1 2 
71.9 1 0 0 0 2 
137.35 0 3 0 0 0 
promac 0 0 0 3 0 
grove 0 2 0 1 0 
cheyenn 0 0 0 3 0 
1930 1 0 2 0 0 
0.5165 0 0 0 3 0 
cpi 0 0 0 0 3 
downsid 0 1 2 0 0 
tropic 0 1 0 0 2 
sympathet 2 1 0 0 0 
sperri 0 0 0 3 0 
billion-dlr 0 0 0 2 1 
poy 0 0 0 0 3 
sunk 2 0 0 0 1 
alw 0 0 0 3 0 
fisheri 0 3 0 0 0 
98.2 0 0 0 1 2 
406.6 0 0 0 0 3 
625 0 0 1 2 0 
thasso 3 0 0 0 0 
src 0 0 0 2 1 
allevi 0 1 2 0 0 
all-star 0 0 0 0 3 
bmi 0 0 0 2 1 
uniforc 0 0 0 0 3 
fdx 0 0 0 2 1 
silverton 0 0 0 3 0 
finalis 0 0 0 2 1 
bona. 0 0 0 3 0 
teeco 0 0 0 0 3 
147.30 0 0 3 0 0 
alarm 0 0 2 1 0 
5/16 0 0 3 0 0 
brunei 0 0 0 3 0 
mnrci 0 0 0 0 3 
yacimiento 3 0 0 0 0 
redund 0 1 0 1 1 
au 0 0 0 1 2 
rd.a 2 0 0 0 1 
32.8 0 0 0 1 2 
sptn 0 0 0 0 3 
reshuffl 1 0 2 0 0 
24.98 0 0 0 2 1 
usacaf 0 0 0 0 3 
paperboard 0 0 0 3 0 
members' 1 1 0 1 0 
flyfair 0 0 0 3 0 
morton 0 0 0 2 1 
habit 0 0 3 0 0 
unsur 1 0 2 0 0 
casual 0 0 0 2 1 
rinehart 0 0 0 2 1 
ansi 0 0 0 1 2 
408 1 0 0 1 1 
calmat 0 0 0 3 0 
pave 1 0 1 1 0 
naphtha 3 0 0 0 0 
baur 0 0 0 3 0 
bwb 0 3 0 0 0 
147.4 2 0 0 1 0 
295,000 0 0 0 0 3 
graze 0 3 0 0 0 
wire 0 0 0 3 0 
resin 0 0 0 0 3 
forseeabl 0 0 0 1 2 
norman 0 0 0 3 0 
bfi 0 0 0 0 3 
rabobank 0 0 1 0 2 
airlines' 0 0 0 2 1 
114,000 0 0 0 1 2 
pgrt 3 0 0 0 0 
3.85/95 0 0 3 0 0 
246,000 0 1 0 0 2 
152.2 0 0 0 0 3 
consensu 1 0 2 0 0 
53.2 0 0 1 0 2 
saft 0 0 0 3 0 
ab. 0 0 0 1 2 
181.5 0 0 0 0 3 
hungary' 0 0 3 0 0 
hard-hit 0 0 1 0 2 
5.47 0 0 0 0 3 
cif 3 0 0 0 0 
unsettl 1 0 1 1 0 
vamga 0 0 0 0 3 
1,377 0 3 0 0 0 
cbl 0 0 0 2 1 
under-secretari 0 1 2 0 0 
3,450,000 0 0 0 0 3 
sycamor 0 0 0 3 0 
conrac' 0 0 0 3 0 
ka-sh 0 0 0 1 2 
bael.l 0 0 0 2 1 
sebro 0 0 0 3 0 
kwacha' 0 0 3 0 0 
18.00 1 1 0 1 0 
doresi 0 0 0 3 0 
expatri 1 1 1 0 0 
bkn 0 0 0 1 2 
insua 0 0 0 0 3 
7,500,000 0 0 0 2 1 
erect 1 0 0 2 0 
52.0 0 0 2 0 1 
post-tax 1 0 0 1 1 
unidar 0 0 0 3 0 
citic 0 0 0 3 0 
destabil 0 0 3 0 0 
unp 3 0 0 0 0 
overcapac 0 0 0 1 2 
madrid 2 1 0 0 0 
95.0 0 0 0 0 3 
shrewd 0 0 1 2 0 
all-tim 1 0 0 0 2 
422,000 1 2 0 0 0 
semi-conductor 0 0 3 0 0 
131,000 0 0 0 0 3 
59.5 0 1 0 1 1 
108.3 0 0 0 0 3 
1,785,000 0 0 0 0 3 
smolinski 3 0 0 0 0 
georgia-pacif 0 0 0 0 3 
multibank 0 0 0 2 1 
1,910,000 0 0 0 0 3 
cke 0 0 0 1 2 
88.7 0 0 0 0 3 
ho 1 0 0 0 2 
cirex 0 0 0 3 0 
tagamet 0 0 0 0 3 
two-tier 0 0 2 1 0 
245 0 1 1 1 0 
audienc 0 0 0 1 2 
pzl 2 0 0 0 1 
reef 0 0 0 3 0 
triguna 0 0 0 3 0 
inact 2 0 0 1 0 
cil 0 0 0 0 3 
sc 1 0 0 0 2 
154.0 0 0 1 0 2 
iac 0 3 0 0 0 
len 0 0 0 2 1 
kern 3 0 0 0 0 
266 0 1 1 1 0 
rash 1 1 1 0 0 
threshold 0 0 0 2 1 
rb 0 0 0 3 0 
psbr 0 0 3 0 0 
modestli 0 0 0 0 3 
terror 0 2 0 0 1 
tru 0 0 0 3 0 
bouygu 0 0 0 3 0 
coooper 0 0 3 0 0 
virazol 0 0 0 3 0 
adsa. 0 0 0 1 2 
shot 1 0 0 2 0 
hajim 0 0 2 1 0 
vain 0 0 3 0 0 
enthusiast 1 0 1 1 0 
one-tenth 2 0 0 0 1 
92.2 0 0 0 0 3 
855,000 0 0 0 2 1 
graff 0 0 0 0 3 
setback 1 1 0 0 1 
mobay 0 0 0 0 3 
yangtz 0 3 0 0 0 
joe 2 0 0 1 0 
89,000 0 0 0 0 3 
holling 0 0 0 3 0 
weakest 2 0 1 0 0 
resend 0 3 0 0 0 
231 1 0 0 1 1 
fraud 0 0 1 1 1 
seafood 0 0 0 3 0 
1,037,000 0 0 0 0 3 
vice-premi 0 1 2 0 0 
treybig 0 0 0 0 3 
queen 0 0 0 0 3 
586,000 0 0 0 0 3 
surcharg 2 0 1 0 0 
shoup 3 0 0 0 0 
mixon 0 0 0 0 3 
5.36 0 2 0 0 1 
westminst 0 0 1 0 2 
victoria 0 2 0 1 0 
kinder-car 0 0 0 0 3 
449,000 0 0 0 0 3 
1,461,000 0 0 0 0 3 
297,000 0 0 0 0 3 
unpaid 0 1 0 2 0 
dull 0 0 3 0 0 
telco 0 0 0 0 3 
13.25 0 0 0 3 0 
rhetor 0 0 3 0 0 
perelman 0 0 0 1 2 
spun-off 0 0 0 1 2 
non-ferr 0 0 0 3 0 
dynalectron 0 0 0 3 0 
follows: 1 2 0 0 0 
angeles-bas 0 0 0 3 0 
inra 0 3 0 0 0 
178,500 3 0 0 0 0 
6,740,000 0 0 0 0 3 
moorhead 0 0 0 3 0 
8,637,000 0 0 0 0 3 
j 0 0 0 2 1 
pcri 0 0 0 3 0 
stevenson 0 0 0 3 0 
outokumpu' 0 0 0 0 3 
unfound 1 0 1 0 1 
retend 0 3 0 0 0 
pbi 0 0 0 0 3 
169 0 1 1 0 1 
rye 0 3 0 0 0 
diet 1 0 2 0 0 
aac 0 0 0 2 1 
3,143,000 0 0 0 0 3 
apd 0 0 0 2 1 
6-3/8 0 0 3 0 0 
ti-caro 0 0 0 3 0 
debartolo 0 0 0 3 0 
roof 0 0 1 1 1 
electro-opt 0 0 0 0 3 
dw 0 3 0 0 0 
tbg 0 0 0 0 3 
reuss 0 0 0 0 3 
bakelit 0 0 0 3 0 
dco 0 0 0 1 2 
pom 0 0 0 0 3 
nem 0 0 0 1 2 
embark 1 1 0 0 1 
ttx 0 0 0 0 3 
f.a. 0 0 0 3 0 
producers' 0 2 0 0 1 
lazier 3 0 0 0 0 
corrient 0 3 0 0 0 
ana 0 0 0 3 0 
gmp 0 2 0 0 1 
glut 1 1 0 1 0 
chair 1 0 0 1 1 
navy' 2 0 0 0 1 
undoubtedli 0 0 2 1 0 
515,000 0 0 0 0 3 
evapor 0 0 2 1 0 
301.9 0 0 0 0 3 
vacanc 0 0 0 1 2 
44.8 0 0 0 0 3 
perfectli 0 0 1 2 0 
marcor 0 0 0 0 3 
clearer 0 0 3 0 0 
440,000 0 0 0 1 2 
1,070,000 0 0 0 0 3 
129,000 0 0 0 0 3 
alik 0 1 2 0 0 
27.2 0 0 0 0 3 
pciac 3 0 0 0 0 
cgct' 0 0 0 3 0 
35.3 0 0 0 0 3 
3.80/90 0 0 3 0 0 
wash. 0 0 0 3 0 
unaffect 1 1 1 0 0 
slc 3 0 0 0 0 
corport 0 1 0 0 2 
upstream 2 0 0 0 1 
254 0 0 1 1 1 
2,925,000 0 0 0 0 3 
utvegsbanki 0 0 0 3 0 
purs 0 0 1 2 0 
554,000 0 1 0 0 2 
endo 0 0 0 0 3 
cardin 0 0 0 0 3 
2.24 1 0 0 0 2 
welbilt 0 0 0 2 1 
sieb 0 0 0 3 0 
4,508,000 0 0 0 0 3 
88.9 0 0 0 1 2 
aldershot 0 0 0 3 0 
searl 0 0 0 3 0 
elsinor 0 0 0 0 3 
mcminimi 0 3 0 0 0 
9,174,000 0 0 0 0 3 
245,000 0 1 0 1 1 
computer' 0 0 0 3 0 
67,000 0 1 0 1 1 
25.94 0 0 0 0 3 
580 0 0 0 1 2 
109 0 0 0 0 3 
initial 2 0 0 0 1 
752,297 0 0 0 3 0 
pa 0 0 0 3 0 
talbot 0 0 0 0 3 
unnecessari 1 0 2 0 0 
237 0 0 0 1 2 
accentu 0 0 3 0 0 
joel 0 0 0 2 1 
forfeitur 0 3 0 0 0 
472,000 0 1 0 0 2 
jacz.z 0 0 0 1 2 
ozal 3 0 0 0 0 
22.0 0 0 0 0 3 
pearl 3 0 0 0 0 
fate 0 0 0 3 0 
muddi 0 1 0 2 0 
growers' 0 2 0 1 0 
modx 0 0 0 2 1 
4p 0 0 0 1 2 
2.77 1 0 1 0 1 
shoney' 0 0 0 0 3 
169.8 0 0 3 0 0 
international' 0 0 0 2 1 
drag 0 1 0 1 1 
516 1 0 0 0 2 
462,000 0 2 0 0 1 
4,721,000 0 0 0 0 3 
refurbish 0 0 0 1 2 
ommeren 0 0 0 3 0 
0.18 1 0 0 2 0 
145.5 0 0 0 0 3 
11.85 0 0 0 2 1 
undergar 0 0 0 0 3 
29.93 0 0 0 3 0 
365,000 0 0 0 0 3 
careercom 0 0 0 3 0 
rtrs.l 0 0 0 2 1 
dei 0 0 0 2 1 
wal 0 0 0 3 0 
root 0 2 1 0 0 
reportedli 1 0 1 1 0 
35.7 0 0 0 0 3 
jacobi 0 0 0 3 0 
unexpectedli 1 0 1 0 1 
drift 2 0 1 0 0 
royc 1 0 0 1 1 
fd 0 0 0 1 2 
2.25p 0 0 0 0 3 
anywher 1 1 1 0 0 
to-fit 0 0 0 0 3 
145.00 0 0 3 0 0 
1500 0 3 0 0 0 
1,013,000 0 0 0 0 3 
12,500 0 2 0 1 0 
plateau 1 1 0 0 1 
thrown 0 0 1 2 0 
eleven 3 0 0 0 0 
emphasis 0 0 1 0 2 
newly-industri 0 0 3 0 0 
midyear 1 0 2 0 0 
region' 1 2 0 0 0 
columbu 0 0 0 3 0 
skylight 0 0 0 3 0 
363,000 0 0 0 1 2 
gib 0 0 3 0 0 
cardizem 0 0 0 0 3 
bt 0 0 0 1 2 
rowley-sch 0 0 0 0 3 
degussa 0 0 0 3 0 
137.8 0 0 0 0 3 
bty.l 0 0 0 0 3 
cambist 0 0 3 0 0 
abex 0 0 0 3 0 
reclam 0 0 0 2 1 
109.3 0 0 0 0 3 
geonex 0 0 0 0 3 
duplic 0 1 0 1 1 
may-septemb 0 3 0 0 0 
equinox 0 0 0 3 0 
108 1 1 0 0 1 
callebaut' 0 0 0 3 0 
non-program 0 3 0 0 0 
tuesday' 0 0 3 0 0 
infanc 0 0 3 0 0 
2.54 1 2 0 0 0 
stahl 0 0 0 0 3 
rban 0 0 0 3 0 
88.2 0 0 0 0 3 
taco 0 0 0 3 0 
durkin 0 0 0 0 3 
201.4 0 0 0 1 2 
stb 0 0 0 1 2 
allis-chalmers' 0 0 0 3 0 
cityf 0 0 0 3 0 
1,054,000 0 0 0 0 3 
po 0 3 0 0 0 
buitoni 0 0 0 3 0 
266,000 0 0 0 0 3 
19.58 2 0 0 0 1 
180.4 0 0 0 0 3 
rca 0 0 0 0 3 
777.5 0 0 0 0 3 
contra 0 0 2 1 0 
harvest' 0 3 0 0 0 
ivan 0 0 1 2 0 
servotron 0 0 0 0 3 
1.466 3 0 0 0 0 
valv 0 0 0 3 0 
closest 1 0 2 0 0 
472 0 0 0 0 3 
fomc 0 0 3 0 0 
gnva 0 0 0 2 1 
tultex 0 0 0 0 3 
henz 0 0 0 3 0 
omcm 0 0 0 0 3 
gec 0 0 0 2 1 
agrico 0 0 0 1 2 
sec. 0 0 0 3 0 
spi 0 0 0 0 3 
149.98 0 0 3 0 0 
vlan 0 0 0 0 3 
amca 0 0 0 3 0 
unwilling 1 1 0 0 1 
shake-up 0 0 2 1 0 
cypress 0 0 0 2 1 
arkadi 0 0 0 3 0 
brf 0 0 0 1 2 
italiana 1 0 0 0 2 
229,000 0 0 0 0 3 
gre 0 0 0 0 3 
6.05 0 0 2 1 0 
50.4 0 0 0 0 3 
rot 0 3 0 0 0 
burr-brown 0 0 0 0 3 
1,536,000 0 0 0 0 3 
reassur 0 1 1 0 1 
326.5 0 0 0 0 3 
bleak 3 0 0 0 0 
possi 0 0 0 0 3 
trimedyn 0 0 0 3 0 
terrorist 0 1 0 1 1 
67.7 0 0 1 0 2 
515,225 0 0 0 0 3 
hurdl 0 1 0 2 0 
714,000 1 0 0 0 2 
69.0 0 2 0 0 1 
6.52 0 0 0 0 3 
19.16 3 0 0 0 0 
fcsi 0 0 0 3 0 
tie-up 0 0 0 3 0 
bbec 0 0 0 2 1 
jano 0 0 1 0 2 
cater 0 0 0 1 2 
cvn 0 0 0 3 0 
emp 1 0 0 0 2 
oc 0 0 0 2 1 
tonight' 2 1 0 0 0 
trimac 0 0 0 1 2 
wildcat 3 0 0 0 0 
novatron 0 0 0 3 0 
napo 3 0 0 0 0 
pette 0 0 0 3 0 
vi 0 3 0 0 0 
callicoon 0 0 0 3 0 
475,000 0 1 0 0 2 
acico 0 3 0 0 0 
658,159 0 0 0 0 3 
christma 0 1 0 0 2 
9.99 0 0 0 2 1 
273,000 0 0 0 0 3 
lutterbach 0 0 0 0 3 
5.15 0 0 0 0 3 
ssbk 0 0 0 3 0 
other' 0 0 3 0 0 
electro-sensor 0 0 0 0 3 
42.6 0 0 0 0 3 
sdc 0 0 0 0 3 
retaliatori 0 2 0 1 0 
3,100,000 0 0 0 0 3 
erbamont 0 0 0 3 0 
profit-tak 1 0 2 0 0 
harris-teet 0 0 0 0 3 
26.25 0 0 0 3 0 
nelissen 0 0 3 0 0 
second-quart 0 0 1 0 2 
desoto 0 0 0 2 1 
2,886,000 0 0 0 0 3 
86.6 0 0 0 0 3 
phelp 0 0 0 1 2 
152,600 0 3 0 0 0 
labatt' 0 0 0 0 3 
666,000 0 0 0 0 3 
612,000 0 1 0 0 2 
hunan 0 3 0 0 0 
1977 2 0 0 1 0 
corp. 2 0 0 1 0 
sundor 0 0 0 3 0 
shipbuild 1 0 0 1 1 
pessimist 1 1 1 0 0 
cntr 0 0 0 0 3 
rockwood 0 0 0 2 1 
241.4 0 0 0 0 3 
paragraph 0 0 1 2 0 
wedd 0 0 1 1 1 
10.83 0 0 0 2 1 
satisfactorili 2 0 0 0 1 
synfuel 3 0 0 0 0 
hess 2 0 0 1 0 
89.32 0 0 0 0 3 
75.3 0 0 0 0 3 
landon 0 0 0 3 0 
station' 0 0 0 3 0 
murren 0 0 0 3 0 
cha 0 0 0 3 0 
280,000 1 0 0 0 2 
l.a. 1 1 0 1 0 
nwp 0 0 0 2 1 
320,000 0 1 0 0 2 
728,000 0 0 0 0 3 
workers' 0 1 0 2 0 
countrywid 0 0 0 0 3 
recurr 1 0 0 0 2 
ariz. 0 0 0 3 0 
msa 0 0 0 1 2 
brasil 2 0 0 0 1 
clash 3 0 0 0 0 
thrust 2 0 1 0 0 
circular 0 0 3 0 0 
english-languag 1 0 0 1 1 
most-favored-n 3 0 0 0 0 
tcw 0 0 0 0 3 
5.06 0 2 0 0 1 
1,100 0 0 0 1 2 
one-fifth 0 0 0 3 0 
